Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
23.05.2019|15.938|13.201|5.715|17.209|23.001|3.351|3.457|25.820|29.309|2.954|3.476|7.897|1.603|6.413|33.132|18.656|21.068|1.945|1.219|5.529|2.647|15.051|44.140|5.996|5.423|35.822|2.405|16.778|72.463|3.784|23.181|31.941|1.604
24.05.2019|15.942|13.204|5.710|17.163|23.034|3.346|3.459|25.830|29.252|2.942|3.478|7.925|1.604|6.405|33.205|18.677|21.071|1.945|1.212|5.513|2.648|15.097|44.231|6.011|5.424|35.812|2.412|16.772|72.490|3.799|23.091|31.787|1.599
27.05.2019|15.979|13.209|5.756|17.156|22.950|3.345|3.459|25.835|29.283|2.940|3.480|7.930|1.605|6.395|33.185|18.627|21.082|1.947|1.211|5.512|2.649|15.103|44.194|6.017|5.426|35.794|2.411|16.785|72.495|3.817|23.074|31.838|1.596
28.05.2019|15.990|13.215|5.705|17.145|22.968|3.342|3.461|25.845|29.245|2.942|3.481|7.913|1.606|6.390|33.176|18.634|21.106|1.943|1.209|5.513|2.660|15.124|44.184|6.017|5.426|35.752|2.419|16.761|72.604|3.831|23.092|31.863|1.581
29.05.2019|16.048|13.219|5.759|17.166|23.059|3.355|3.462|25.860|29.308|2.953|3.483|7.922|1.610|6.411|33.200|18.671|21.212|1.939|1.206|5.527|2.646|15.116|44.295|6.014|5.433|35.512|2.416|16.777|72.813|3.858|23.179|31.983|1.565
30.05.2019|16.055|13.213|5.829|17.192|23.015|3.360|3.460|25.840|29.306|2.957|3.481|7.958|1.612|6.401|33.207|18.657|21.163|1.949|1.212|5.536|2.647|15.114|44.498|6.025|5.433|35.716|2.430|16.821|72.936|3.948|23.208|31.988|1.585
31.05.2019|16.000|13.200|5.805|17.081|23.023|3.351|3.457|25.817|29.111|2.952|3.479|7.961|1.622|6.372|33.213|18.667|21.290|1.944|1.179|5.525|2.636|15.068|44.355|6.026|5.442|35.410|2.426|16.789|73.199|3.955|23.153|31.883|1.576
03.06.2019|16.065|13.206|5.893|17.109|23.140|3.344|3.459|25.830|29.147|2.947|3.482|7.979|1.618|6.363|33.338|18.650|21.319|1.951|1.168|5.522|2.642|15.159|44.526|6.030|5.452|35.316|2.433|16.852|73.513|3.925|23.093|31.814|1.586
04.06.2019|15.972|13.164|5.904|17.043|23.034|3.316|3.447|25.745|29.015|2.922|3.469|7.997|1.605|6.336|33.070|18.482|21.171|1.935|1.162|5.487|2.631|15.089|44.242|6.015|5.436|35.114|2.423|16.729|73.182|3.945|22.906|31.622|1.563
05.06.2019|15.919|13.114|5.907|17.018|22.981|3.297|3.435|25.650|28.949|2.904|3.459|7.978|1.595|6.312|32.854|18.387|21.047|1.936|1.161|5.454|2.625|15.140|43.981|5.996|5.428|34.967|2.415|16.684|72.584|3.982|22.770|31.515|1.545
06.06.2019|15.906|13.120|5.883|16.999|22.966|3.295|3.436|25.660|28.980|2.905|3.458|7.987|1.595|6.328|32.888|18.421|21.062|1.931|1.152|5.456|2.616|15.109|44.049|5.998|5.434|34.941|2.417|16.702|72.742|3.947|22.775|31.524|1.532
07.06.2019|15.853|13.110|5.868|17.025|22.916|3.294|3.433|25.640|28.914|2.901|3.456|7.975|1.593|6.319|32.733|18.406|20.968|1.919|1.152|5.468|2.618|15.068|43.743|6.003|5.430|34.984|2.406|16.641|72.566|3.901|22.745|31.452|1.511
10.06.2019|15.784|13.102|5.842|17.079|22.880|3.271|3.431|25.625|28.712|2.891|3.455|8.003|1.591|6.325|32.582|18.291|20.870|1.913|1.178|5.446|2.620|14.996|43.531|6.010|5.429|35.031|2.407|16.583|72.305|3.912|22.675|31.369|1.525
11.06.2019|15.755|13.107|5.841|17.090|22.825|3.279|3.433|25.640|28.781|2.891|3.459|8.000|1.591|6.324|32.618|18.249|20.830|1.917|1.183|5.441|2.624|14.902|43.597|6.008|5.426|35.126|2.400|16.600|72.426|3.896|22.651|31.364|1.534
12.06.2019|15.724|13.096|5.869|17.014|22.764|3.270|3.430|25.615|28.839|2.892|3.456|7.969|1.589|6.314|32.634|18.102|20.871|1.914|1.183|5.442|2.619|14.887|43.555|6.012|5.421|34.946|2.398|16.584|72.405|3.908|22.623|31.346|1.533
13.06.2019|15.660|13.079|5.891|17.029|22.826|3.274|3.425|25.580|28.757|2.895|3.450|7.944|1.587|6.312|32.597|18.078|20.891|1.915|1.182|5.438|2.618|14.871|43.685|6.008|5.417|35.067|2.391|16.586|72.568|3.856|22.659|31.413|1.524
14.06.2019|15.647|13.058|5.883|17.007|22.781|3.275|3.420|25.540|28.669|2.897|3.446|7.943|1.583|6.304|32.493|18.049|20.955|1.915|1.182|5.441|2.613|14.815|43.633|6.005|5.407|35.285|2.401|16.583|72.755|3.845|22.674|31.388|1.534
17.06.2019|15.629|13.068|5.839|16.963|22.793|3.286|3.423|25.560|28.651|2.906|3.452|7.931|1.587|6.305|32.529|18.064|20.940|1.917|1.187|5.445|2.610|14.811|43.541|6.000|5.406|35.428|2.400|16.597|72.610|3.876|22.752|31.474|1.535
18.06.2019|15.599|13.039|5.889|16.987|22.822|3.293|3.429|25.610|28.526|2.910|3.458|7.945|1.592|6.312|32.696|18.099|21.062|1.924|1.192|5.452|2.619|14.833|43.771|6.013|5.422|35.634|2.407|16.628|72.775|3.910|22.797|31.479|1.557
19.06.2019|15.725|13.107|5.919|17.101|22.938|3.315|3.433|25.635|28.796|2.924|3.464|7.913|1.603|6.342|32.834|18.117|21.100|1.944|1.195|5.481|2.621|14.928|44.065|6.008|5.422|35.735|2.399|16.730|73.139|3.907|22.874|31.567|1.576
20.06.2019|15.696|13.100|5.904|17.218|22.995|3.307|3.432|25.620|28.738|2.899|3.461|7.918|1.598|6.333|32.640|18.106|21.049|1.953|1.198|5.463|2.651|14.932|44.049|6.021|5.422|35.869|2.410|16.708|73.259|3.938|22.663|31.300|1.589
21.06.2019|15.627|13.096|5.906|17.158|23.056|3.293|3.430|25.610|28.638|2.896|3.461|7.905|1.599|6.279|32.545|18.099|21.056|1.949|1.187|5.454|2.644|14.836|43.971|6.014|5.421|35.808|2.409|16.670|73.444|3.899|22.632|31.401|1.579
24.06.2019|15.622|13.088|5.876|17.031|23.043|3.267|3.429|25.600|28.644|2.876|3.460|7.893|1.589|6.239|32.365|18.092|20.940|1.942|1.173|5.426|2.649|14.844|43.732|6.018|5.426|35.699|2.413|16.590|73.104|3.879|22.465|31.166|1.567
25.06.2019|15.637|13.064|5.854|17.039|23.007|3.262|3.423|25.555|28.559|2.874|3.455|7.875|1.589|6.229|32.357|18.060|20.951|1.945|1.167|5.413|2.639|14.910|43.688|6.004|5.416|35.776|2.427|16.580|73.065|3.889|22.438|31.221|1.569
26.06.2019|15.658|13.030|5.842|17.054|22.941|3.262|3.414|25.485|28.444|2.873|3.446|7.877|1.583|6.245|32.440|18.011|20.821|1.942|1.169|5.409|2.634|14.989|43.598|5.978|5.396|35.567|2.416|16.563|72.932|3.894|22.434|31.219|1.565
27.06.2019|15.652|13.005|5.794|17.040|22.871|3.253|3.408|25.435|28.444|2.863|3.439|7.858|1.582|6.239|32.374|17.950|20.741|1.937|1.170|5.399|2.627|14.968|43.696|5.983|5.386|35.504|2.411|16.525|72.673|3.879|22.372|31.089|1.581
28.06.2019|15.666|13.012|5.847|17.089|22.918|3.256|3.409|25.445|28.388|2.864|3.440|7.868|1.583|6.268|32.411|17.957|20.758|1.935|1.166|5.412|2.625|15.005|43.624|5.988|5.375|35.536|2.409|16.532|72.928|3.883|22.363|31.088|1.579
01.07.2019|15.702|13.028|5.868|17.144|22.870|3.282|3.413|25.480|28.397|2.875|3.444|7.892|1.591|6.286|32.567|17.982|20.728|1.933|1.174|5.427|2.631|15.039|43.970|6.006|5.383|35.640|2.416|16.588|73.293|3.964|22.453|31.215|1.590
02.07.2019|15.758|13.016|5.870|17.180|22.796|3.278|3.411|25.460|28.461|2.887|3.442|7.885|1.593|6.303|32.667|17.968|20.805|1.932|1.181|5.443|2.632|15.014|44.049|6.001|5.379|35.612|2.412|16.621|73.486|3.984|22.527|31.269|1.595
03.07.2019|15.826|13.017|5.835|17.206|22.901|3.276|3.410|25.455|28.371|2.890|3.441|7.894|1.596|6.314|32.730|17.964|20.938|1.926|1.185|5.448|2.635|15.082|44.021|6.000|5.375|35.435|2.421|16.620|73.690|3.996|22.535|31.228|1.597
04.07.2019|15.824|13.005|5.921|17.253|22.873|3.280|3.408|25.435|28.350|2.894|3.438|7.879|1.594|6.317|32.891|17.950|20.908|1.928|1.187|5.452|2.641|15.062|44.080|5.993|5.389|35.535|2.418|16.618|73.508|4.022|22.534|31.226|1.611
08.07.2019|15.889|13.042|5.968|17.423|22.929|3.306|3.418|25.510|28.462|2.916|3.449|7.857|1.612|6.362|33.175|18.003|20.945|1.930|1.200|5.493|2.634|15.104|44.301|5.998|5.405|35.677|2.407|16.729|73.908|3.967|22.745|31.477|1.606
09.07.2019|15.804|13.061|5.995|17.371|22.939|3.312|3.423|25.545|28.394|2.919|3.456|7.849|1.614|6.392|33.271|18.002|20.951|1.928|1.205|5.504|2.634|15.082|44.411|5.992|5.405|35.783|2.402|16.752|73.942|4.001|22.800|31.491|1.610
10.07.2019|15.772|13.071|6.013|17.376|22.962|3.311|3.425|25.565|28.427|2.915|3.458|7.845|1.613|6.378|33.222|18.016|20.920|1.929|1.187|5.506|2.637|15.043|44.264|5.982|5.401|35.875|2.410|16.743|73.918|3.970|22.785|31.439|1.609
11.07.2019|15.850|13.091|6.071|17.377|23.038|3.305|3.429|25.605|28.514|2.901|3.464|7.858|1.613|6.397|33.179|18.044|20.998|1.934|1.186|5.513|2.658|15.162|44.297|5.999|5.409|36.065|2.420|16.748|74.112|4.006|22.689|31.320|1.636
12.07.2019|15.892|13.083|6.054|17.447|23.081|3.306|3.427|25.590|28.499|2.907|3.461|7.855|1.624|6.404|33.131|18.034|21.006|1.929|1.192|5.529|2.660|15.168|44.461|5.996|5.408|36.049|2.425|16.717|73.562|3.985|22.742|31.487|1.629
15.07.2019|15.960|13.075|6.078|17.416|23.099|3.301|3.425|25.575|28.458|2.899|3.459|7.852|1.630|6.415|33.121|18.049|21.029|1.924|1.198|5.524|2.658|15.267|44.472|6.000|5.403|36.234|2.423|16.734|73.455|3.980|22.694|31.392|1.637
16.07.2019|16.031|13.075|6.068|17.468|23.094|3.315|3.425|25.575|28.339|2.916|3.461|7.849|1.636|6.428|33.189|18.049|21.118|1.934|1.199|5.544|2.666|15.324|44.795|6.010|5.404|36.340|2.426|16.793|73.810|3.996|22.796|31.567|1.643
17.07.2019|15.991|13.092|6.068|17.477|23.077|3.320|3.429|25.605|28.342|2.922|3.465|7.838|1.633|6.445|33.152|18.095|21.088|1.932|1.198|5.548|2.661|15.349|44.649|6.006|5.409|36.338|2.435|16.761|73.761|4.016|22.829|31.536|1.635
18.07.2019|16.047|13.083|6.068|17.461|23.127|3.316|3.426|25.585|28.475|2.919|3.463|7.837|1.634|6.437|33.107|18.133|21.166|1.937|1.197|5.545|2.653|15.377|44.632|6.007|5.406|36.210|2.436|16.766|73.840|4.014|22.811|31.497|1.630
19.07.2019|16.055|13.061|6.093|17.431|23.156|3.309|3.421|25.545|28.499|2.916|3.457|7.851|1.633|6.434|33.066|18.207|21.119|1.937|1.196|5.532|2.657|15.407|44.603|6.001|5.401|36.108|2.428|16.742|73.884|4.033|22.756|31.436|1.633
22.07.2019|16.051|13.056|6.083|17.413|23.199|3.310|3.420|25.535|28.384|2.916|3.457|7.856|1.633|6.445|33.032|18.252|21.097|1.934|1.197|5.536|2.653|15.438|44.551|6.011|5.408|36.144|2.422|16.735|73.811|4.008|22.771|31.501|1.640
23.07.2019|16.069|13.061|6.101|17.391|23.257|3.324|3.422|25.545|28.443|2.928|3.458|7.848|1.635|6.467|33.173|18.259|21.146|1.940|1.199|5.552|2.639|15.387|44.722|6.011|5.411|36.205|2.417|16.765|74.013|4.021|22.866|31.597|1.648
24.07.2019|16.000|13.059|6.090|17.465|23.256|3.335|3.421|25.540|28.650|2.934|3.459|7.840|1.638|6.507|33.243|18.793|21.212|1.948|1.198|5.567|2.651|15.374|44.841|6.003|5.412|36.322|2.426|16.808|74.187|4.004|22.927|31.637|1.648
25.07.2019|16.006|13.046|6.112|17.493|23.221|3.341|3.419|25.520|28.685|2.939|3.455|7.847|1.643|6.514|33.286|18.779|21.243|1.945|1.209|5.581|2.656|15.379|44.925|6.009|5.403|36.410|2.431|16.814|74.392|4.052|22.961|31.676|1.650
26.07.2019|15.881|13.058|6.076|17.398|23.106|3.334|3.420|25.540|28.495|2.933|3.459|7.824|1.637|6.520|33.283|18.821|21.097|1.938|1.205|5.567|2.635|15.233|44.954|5.985|5.403|36.317|2.419|16.757|74.200|4.079|22.932|31.618|1.620
29.07.2019|15.898|13.095|6.086|17.488|23.206|3.343|3.430|25.610|28.322|2.946|3.469|7.826|1.643|6.531|33.485|18.845|21.199|1.945|1.207|5.584|2.642|15.246|45.148|5.983|5.416|36.264|2.422|16.793|74.648|4.094|23.033|31.721|1.619
30.07.2019|15.844|13.114|6.075|17.458|23.240|3.342|3.435|25.650|27.986|2.940|3.475|7.832|1.640|6.587|33.421|18.986|21.196|1.947|1.208|5.575|2.635|15.217|45.206|5.977|5.420|36.350|2.410|16.783|74.651|4.135|22.996|31.635|1.625
31.07.2019|15.863|13.119|6.087|17.503|23.252|3.344|3.436|25.660|28.012|2.940|3.475|7.860|1.642|6.587|33.458|19.050|21.196|1.947|1.210|5.577|2.624|15.202|45.277|5.980|5.421|36.243|2.406|16.814|74.880|4.164|23.014|31.657|1.618
01.08.2019|15.955|13.161|6.101|17.631|23.427|3.380|3.448|25.740|28.238|2.981|3.486|7.882|1.652|6.624|33.754|18.913|21.422|1.960|1.214|5.627|2.623|15.275|45.578|5.989|5.440|36.463|2.409|16.960|75.500|4.185|23.326|32.083|1.609
02.08.2019|15.743|13.174|6.001|17.527|23.572|3.344|3.451|25.765|28.155|2.964|3.490|7.880|1.636|6.641|33.312|18.903|21.733|1.931|1.200|5.580|2.599|15.135|44.960|5.990|5.442|35.528|2.403|16.851|75.432|4.141|23.199|31.774|1.578
05.08.2019|15.603|13.177|5.887|17.446|23.663|3.278|3.452|25.775|28.053|2.941|3.491|7.882|1.617|6.606|32.580|18.910|21.731|1.896|1.181|5.517|2.585|15.039|44.298|5.975|5.446|35.463|2.395|16.683|74.858|4.159|23.052|31.654|1.545
06.08.2019|15.625|13.153|5.831|17.401|23.564|3.279|3.446|25.725|28.015|2.935|3.484|7.907|1.612|6.582|32.479|18.846|21.606|1.896|1.176|5.487|2.584|15.069|44.141|5.966|5.439|35.334|2.398|16.662|74.804|4.156|22.999|31.615|1.554
07.08.2019|15.469|13.149|5.785|17.243|23.555|3.258|3.446|25.720|27.851|2.928|3.483|7.906|1.614|6.597|32.391|18.842|21.707|1.889|1.171|5.481|2.573|14.773|43.911|5.957|5.437|35.216|2.389|16.604|74.582|4.175|22.960|31.598|1.534
08.08.2019|15.645|13.186|5.824|17.341|23.613|3.270|3.456|25.790|27.997|2.938|3.494|7.933|1.622|6.622|32.573|18.784|21.740|1.906|1.176|5.506|2.574|14.878|44.211|5.966|5.452|35.261|2.398|16.658|74.943|4.203|23.041|31.683|1.521
09.08.2019|15.699|13.207|5.872|17.458|23.703|3.269|3.461|25.830|27.827|2.942|3.495|7.954|1.626|6.632|32.578|18.813|21.797|1.905|1.186|5.513|2.594|14.970|44.376|5.980|5.466|35.276|2.415|16.686|75.102|4.214|23.068|31.742|1.519
12.08.2019|15.571|13.206|5.787|17.444|23.752|3.269|3.461|25.830|27.886|2.941|3.495|7.958|1.620|6.634|32.389|18.785|21.948|1.893|1.174|5.514|2.583|14.884|44.210|5.969|5.467|35.186|2.407|16.642|74.854|4.156|23.074|31.745|1.498
13.08.2019|15.571|13.207|5.769|17.349|23.802|3.258|3.461|25.830|27.828|2.934|3.494|7.972|1.608|6.599|32.218|18.569|21.887|1.881|1.173|5.484|2.581|14.833|43.975|5.955|5.467|35.096|2.412|16.584|74.557|4.091|23.019|31.671|1.499
14.08.2019|15.612|13.234|5.792|17.404|23.831|3.297|3.469|25.885|27.927|2.949|3.503|7.961|1.624|6.626|32.459|18.744|21.847|1.905|1.187|5.524|2.587|14.876|44.184|5.921|5.483|35.293|2.412|16.666|75.005|4.133|23.135|31.850|1.511
15.08.2019|15.742|13.232|5.772|17.436|23.823|3.299|3.470|25.880|28.173|2.960|3.503|7.934|1.627|6.596|32.545|18.767|21.865|1.913|1.184|5.535|2.584|14.951|44.044|5.898|5.479|35.070|2.412|16.715|75.225|4.153|23.211|31.927|1.518
16.08.2019|15.770|13.157|5.841|17.473|23.711|3.301|3.450|25.735|28.267|2.963|3.484|7.923|1.632|6.546|32.655|18.689|21.852|1.922|1.190|5.561|2.583|14.957|44.364|5.933|5.442|35.072|2.402|16.760|75.234|4.182|23.236|31.935|1.531
19.08.2019|15.742|13.181|5.813|17.503|23.686|3.294|3.457|25.780|28.151|2.960|3.490|7.914|1.631|6.551|32.516|18.695|21.784|1.919|1.180|5.559|2.587|14.903|44.318|5.899|5.448|34.697|2.403|16.767|75.276|4.150|23.219|31.848|1.512
20.08.2019|15.781|13.189|5.738|17.473|23.752|3.300|3.460|25.795|28.154|2.969|3.494|7.883|1.633|6.611|32.471|18.678|21.900|1.928|1.176|5.567|2.589|14.925|44.502|5.923|5.452|34.942|2.396|16.803|75.675|4.073|23.289|31.956|1.516
21.08.2019|15.790|13.189|5.781|17.472|23.718|3.289|3.459|25.795|28.176|2.963|3.494|7.881|1.631|6.587|32.462|18.678|21.817|1.931|1.181|5.561|2.598|14.905|44.522|5.926|5.456|35.239|2.411|16.801|75.488|4.065|23.231|31.841|1.531
22.08.2019|15.740|13.182|5.764|17.516|23.639|3.284|3.458|25.785|28.286|2.967|3.488|7.866|1.634|6.599|32.390|18.644|21.824|1.923|1.179|5.552|2.594|14.835|44.459|5.909|5.460|35.448|2.406|16.782|75.536|4.036|23.261|31.908|1.533
23.08.2019|15.704|13.173|5.695|17.468|23.652|3.285|3.455|25.765|28.469|2.968|3.485|7.841|1.638|6.616|32.464|18.657|21.866|1.921|1.170|5.553|2.586|14.832|44.390|5.913|5.457|35.299|2.404|16.767|75.748|4.034|23.274|31.887|1.528
26.08.2019|15.696|13.187|5.639|17.435|23.696|3.247|3.459|25.790|28.396|2.957|3.488|7.833|1.629|6.598|32.209|18.648|21.918|1.912|1.165|5.520|2.582|14.796|44.220|5.910|5.455|35.174|2.398|16.713|75.838|3.988|23.199|31.784|1.520
27.08.2019|15.732|13.200|5.595|17.577|23.721|3.248|3.462|25.815|28.551|2.964|3.489|7.850|1.631|6.608|32.511|18.612|21.985|1.917|1.164|5.531|2.584|14.825|44.439|5.908|5.456|34.951|2.411|16.753|76.092|3.990|23.252|31.909|1.520
28.08.2019|15.730|13.214|5.629|17.518|23.772|3.257|3.465|25.845|28.459|2.972|3.491|7.832|1.636|6.612|32.474|18.742|22.055|1.921|1.168|5.536|2.581|14.807|44.568|5.891|5.466|34.908|2.403|16.792|76.177|4.022|23.322|31.994|1.518
29.08.2019|15.760|13.216|5.630|17.584|23.760|3.269|3.466|25.850|28.545|2.975|3.492|7.828|1.640|6.628|32.576|18.718|21.966|1.929|1.164|5.535|2.576|14.807|44.720|5.900|5.467|35.085|2.398|16.835|76.268|4.001|23.344|32.003|1.530
30.08.2019|15.807|13.251|5.643|17.680|23.756|3.285|3.476|25.915|28.616|2.995|3.501|7.828|1.656|6.663|32.875|18.711|22.100|1.944|1.170|5.584|2.583|14.821|45.108|5.916|5.481|35.287|2.391|16.927|76.776|4.024|23.484|32.169|1.540
02.09.2019|15.868|13.252|5.699|17.714|23.835|3.296|3.476|25.920|28.534|3.013|3.501|7.823|1.665|6.681|32.857|18.715|22.217|1.949|1.175|5.619|2.597|14.900|45.314|5.933|5.487|35.401|2.412|16.995|77.142|4.065|23.632|32.337|1.554
03.09.2019|15.930|13.234|5.669|17.695|23.902|3.297|3.471|25.885|28.465|3.017|3.494|7.828|1.664|6.671|32.684|18.503|22.304|1.948|1.179|5.605|2.584|14.889|45.258|5.928|5.473|35.337|2.394|16.986|77.161|4.113|23.665|32.382|1.564
04.09.2019|15.923|13.207|5.665|17.602|23.814|3.278|3.464|25.835|28.608|2.990|3.489|7.854|1.657|6.651|32.535|18.546|22.072|1.945|1.183|5.575|2.587|14.894|45.154|5.953|5.463|35.310|2.403|16.914|76.581|4.134|23.444|31.946|1.577
05.09.2019|15.949|13.221|5.740|17.707|23.783|3.273|3.465|25.850|28.831|2.982|3.492|7.846|1.652|6.656|32.555|18.557|21.897|1.953|1.191|5.580|2.603|14.939|45.028|5.957|5.465|35.435|2.420|16.903|76.527|4.116|23.379|31.977|1.579
06.09.2019|16.010|13.208|5.724|17.713|23.639|3.294|3.462|25.835|28.813|2.988|3.490|7.826|1.662|6.660|32.660|18.546|21.888|1.965|1.193|5.603|2.603|15.010|45.149|5.954|5.459|35.593|2.429|16.963|76.373|4.108|23.424|32.094|1.587
09.09.2019|16.091|13.217|5.774|17.810|23.671|3.289|3.466|25.855|28.967|2.989|3.496|7.836|1.670|6.647|32.693|18.587|21.907|1.965|1.201|5.605|2.621|15.092|45.199|5.967|5.467|35.817|2.426|16.982|76.490|4.093|23.431|32.079|1.596
10.09.2019|16.059|13.225|5.721|17.794|23.636|3.298|3.467|25.865|28.961|2.988|3.498|7.799|1.668|6.618|32.584|18.648|21.820|1.966|1.200|5.617|2.609|15.044|45.049|5.968|5.464|35.802|2.407|16.987|76.520|4.059|23.431|32.084|1.597
11.09.2019|16.144|13.224|5.785|17.878|23.655|3.303|3.467|25.865|29.017|2.998|3.499|7.781|1.672|6.632|32.791|18.648|21.826|1.970|1.205|5.624|2.619|15.082|45.097|5.969|5.462|35.988|2.427|17.039|76.846|4.084|23.507|32.191|1.602
12.09.2019|16.206|13.207|5.844|17.855|23.718|3.325|3.461|25.830|29.047|3.010|3.494|7.804|1.684|6.646|33.115|18.677|21.871|1.992|1.213|5.657|2.621|15.168|45.396|5.965|5.456|36.264|2.430|17.119|77.533|4.162|23.565|32.236|1.615
13.09.2019|16.024|13.214|5.749|17.621|23.617|3.291|3.461|25.845|28.998|2.976|3.495|7.796|1.667|6.602|32.818|18.715|21.563|1.978|1.201|5.592|2.605|14.889|44.819|5.977|5.458|36.289|2.427|16.969|76.523|4.108|23.286|31.872|1.605
16.09.2019|16.121|13.232|5.735|17.702|23.674|3.320|3.466|25.880|29.236|3.000|3.499|7.797|1.671|6.633|32.771|18.974|21.757|1.981|1.208|5.634|2.613|14.937|44.859|5.985|5.466|36.635|2.425|17.074|76.846|4.108|23.461|32.216|1.603
17.09.2019|16.071|13.249|5.731|17.722|23.627|3.312|3.470|25.915|29.170|3.004|3.503|7.760|1.667|6.606|32.737|18.971|21.731|1.975|1.205|5.618|2.625|14.868|44.893|5.969|5.475|36.628|2.422|17.075|76.921|4.109|23.499|32.216|1.592
18.09.2019|16.031|13.238|5.747|17.677|23.539|3.305|3.467|25.890|29.179|2.992|3.500|7.777|1.666|6.626|32.894|18.925|21.657|1.967|1.212|5.598|2.618|14.855|44.911|5.969|5.466|36.504|2.412|17.053|76.698|4.132|23.424|32.064|1.602
19.09.2019|15.896|13.239|5.662|17.632|23.606|3.298|3.468|25.895|29.181|2.989|3.498|7.782|1.664|6.659|32.805|18.901|21.679|1.959|1.208|5.581|2.618|14.767|44.799|5.968|5.458|36.624|2.415|16.989|76.666|4.112|23.398|32.063|1.595
20.09.2019|15.952|13.249|5.638|17.703|23.681|3.313|3.470|25.910|29.368|2.998|3.501|7.783|1.671|6.672|33.094|18.912|21.755|1.976|1.208|5.633|2.606|14.738|45.159|5.946|5.460|36.803|2.419|17.073|77.018|4.119|23.490|32.209|1.581
23.09.2019|15.959|13.235|5.671|17.747|23.769|3.308|3.468|25.890|29.307|3.006|3.497|7.737|1.673|6.704|33.213|18.870|21.926|1.968|1.213|5.640|2.596|14.783|45.204|5.908|5.450|36.840|2.416|17.099|77.296|4.121|23.567|32.307|1.584
24.09.2019|15.977|13.228|5.655|17.738|23.778|3.309|3.465|25.870|29.338|2.999|3.494|7.709|1.666|6.710|33.143|18.856|21.839|1.969|1.209|5.623|2.607|14.843|45.106|5.904|5.448|36.941|2.423|17.081|76.918|4.138|23.514|32.161|1.581
25.09.2019|15.924|13.222|5.618|17.739|23.850|3.306|3.464|25.860|29.150|3.005|3.492|7.724|1.664|6.724|33.150|19.015|21.908|1.962|1.202|5.620|2.604|14.822|44.993|5.890|5.451|36.610|2.421|17.090|77.073|4.135|23.550|32.218|1.566
26.09.2019|16.003|13.216|5.733|17.850|23.793|3.316|3.463|25.850|29.208|3.015|3.491|7.717|1.667|6.721|33.334|19.063|21.958|1.968|1.209|5.634|2.605|14.935|45.307|5.891|5.444|36.840|2.425|17.117|77.135|4.176|23.636|32.336|1.580
27.09.2019|15.964|13.212|5.681|17.832|23.795|3.316|3.461|25.840|29.104|3.015|3.487|7.701|1.668|6.783|33.527|19.155|21.861|1.972|1.204|5.643|2.606|14.863|45.548|5.891|5.437|36.727|2.415|17.114|77.098|4.177|23.633|32.251|1.568
30.09.2019|16.012|13.199|5.704|17.896|23.798|3.319|3.458|25.815|29.148|3.024|3.484|7.709|1.670|6.816|33.450|19.108|21.952|1.978|1.203|5.662|2.609|14.861|45.645|5.896|5.435|36.478|2.413|17.143|77.468|4.197|23.707|32.343|1.559
01.10.2019|15.816|13.161|5.672|17.797|23.601|3.304|3.448|25.740|28.933|3.012|3.473|7.689|1.662|6.790|33.215|19.024|21.814|1.964|1.194|5.631|2.588|14.687|45.467|5.880|5.417|36.211|2.382|17.036|77.007|4.152|23.618|32.199|1.544
02.10.2019|15.746|13.159|5.655|17.787|23.528|3.296|3.448|25.740|28.930|3.005|3.471|7.706|1.660|6.751|33.073|18.996|21.910|1.953|1.189|5.617|2.575|14.697|45.312|5.890|5.420|36.145|2.379|17.005|76.920|4.112|23.561|32.090|1.544
03.10.2019|15.798|13.160|5.708|17.624|23.494|3.289|3.448|25.740|28.997|2.997|3.470|7.729|1.659|6.723|33.122|18.968|21.969|1.953|1.190|5.613|2.570|14.776|45.368|5.932|5.421|36.116|2.376|17.015|76.924|4.130|23.506|32.036|1.550
04.10.2019|15.840|13.161|5.757|17.617|23.588|3.280|3.447|25.740|28.903|2.989|3.468|7.734|1.659|6.728|33.059|18.968|21.956|1.961|1.197|5.601|2.576|14.835|45.306|5.952|5.421|36.189|2.381|17.001|76.983|4.117|23.444|32.016|1.546
07.10.2019|15.803|13.181|5.766|17.618|23.601|3.281|3.452|25.780|28.919|2.989|3.473|7.726|1.656|6.712|33.030|18.886|21.951|1.960|1.199|5.593|2.569|14.773|45.209|5.951|5.430|36.147|2.367|16.988|77.016|4.086|23.451|32.076|1.550
08.10.2019|15.845|13.193|5.726|17.643|23.681|3.289|3.455|25.805|28.742|2.994|3.477|7.713|1.659|6.693|33.019|18.905|21.974|1.960|1.198|5.601|2.569|14.850|45.306|5.955|5.434|36.033|2.374|17.011|77.258|4.027|23.488|32.108|1.538
09.10.2019|15.862|13.203|5.768|17.679|23.637|3.300|3.458|25.825|28.744|2.998|3.477|7.732|1.660|6.714|33.096|18.809|21.903|1.964|1.204|5.604|2.569|14.860|45.454|5.973|5.438|36.271|2.365|17.041|77.527|4.035|23.518|32.130|1.553
