Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
26.05.2017|17.575|13.513|7.221|17.529|24.277|3.444|3.552|26.435|30.316|3.029|3.561|8.600|1.776|6.606|36.598|21.251|2.111|1.278|5.530|2.812|16.668|47.425|6.319|5.801|41.434|2.717|17.075|69.328|6.614|23.606|32.635|1.833
29.05.2017|17.571|13.515|7.235|17.560|24.251|3.448|3.553|26.435|30.354|3.031|3.564|8.587|1.774|6.613|36.611|21.221|2.108|1.277|5.531|2.811|16.739|47.446|6.325|5.792|41.733|2.718|17.067|69.267|6.605|23.627|32.689|1.825
30.05.2017|17.655|13.531|7.253|17.590|24.271|3.457|3.557|26.465|30.496|3.040|3.568|8.575|1.778|6.669|36.637|21.349|2.107|1.277|5.532|2.803|16.755|47.567|6.338|5.797|41.838|2.709|17.093|69.410|6.661|23.690|32.775|1.802
31.05.2017|17.549|13.506|7.243|17.487|24.247|3.457|3.551|26.420|30.239|3.022|3.563|8.601|1.767|6.645|36.527|21.237|2.105|1.255|5.500|2.799|16.735|47.308|6.334|5.787|41.472|2.708|17.025|69.108|6.661|23.545|32.506|1.793
01.06.2017|17.385|13.495|7.305|17.427|24.253|3.461|3.548|26.395|30.261|3.023|3.560|8.582|1.768|6.633|36.538|21.141|2.100|1.263|5.493|2.782|16.632|47.345|6.310|5.778|41.572|2.701|16.991|68.973|6.649|23.554|32.607|1.802
02.06.2017|17.379|13.475|7.260|17.379|24.204|3.447|3.543|26.360|30.204|3.016|3.557|8.546|1.766|6.598|36.470|21.089|2.092|1.261|5.490|2.778|16.675|47.466|6.287|5.774|41.527|2.705|16.950|68.837|6.658|23.501|32.544|1.826
05.06.2017|17.503|13.458|7.181|17.346|24.246|3.439|3.538|26.325|30.212|3.003|3.557|8.569|1.761|6.595|36.360|21.178|2.092|1.273|5.489|2.774|16.695|47.358|6.292|5.764|41.314|2.701|16.938|68.786|6.654|23.401|32.371|1.837
06.06.2017|17.511|13.464|7.095|17.359|24.272|3.443|3.541|26.335|30.187|3.001|3.556|8.560|1.759|6.602|36.286|21.390|2.088|1.273|5.483|2.767|16.779|47.247|6.271|5.767|41.252|2.701|16.933|68.886|6.627|23.393|32.417|1.821
07.06.2017|17.728|13.453|7.172|17.445|24.269|3.452|3.538|26.315|30.281|3.010|3.553|8.526|1.763|6.616|36.455|21.431|2.086|1.287|5.506|2.769|16.869|47.350|6.279|5.757|41.426|2.687|16.978|68.947|6.618|23.459|32.551|1.823
08.06.2017|17.638|13.431|7.127|17.310|24.195|3.442|3.532|26.270|30.280|3.000|3.539|8.529|1.759|6.613|36.407|21.224|2.082|1.283|5.480|2.758|16.864|47.222|6.245|5.753|41.035|2.684|16.918|68.719|6.595|23.392|32.412|1.818
09.06.2017|17.674|13.404|7.192|17.366|24.136|3.452|3.525|26.220|29.919|3.009|3.536|8.532|1.765|6.656|36.521|21.242|2.087|1.289|5.501|2.753|16.895|47.391|6.258|5.746|41.186|2.686|16.950|68.889|6.648|23.463|32.528|1.821
12.06.2017|17.613|13.396|7.112|17.375|24.131|3.435|3.523|26.200|29.589|2.994|3.535|8.529|1.756|6.609|36.232|21.250|2.063|1.286|5.474|2.758|16.814|47.100|6.254|5.743|40.991|2.679|16.869|68.550|6.637|23.348|32.270|1.822
13.06.2017|17.572|13.366|7.058|17.557|24.096|3.429|3.516|26.145|29.686|2.988|3.527|8.517|1.754|6.610|36.216|21.181|2.065|1.287|5.468|2.765|16.838|47.100|6.235|5.726|40.966|2.683|16.867|68.717|6.616|23.308|32.242|1.825
14.06.2017|17.706|13.377|7.067|17.683|24.060|3.437|3.518|26.165|29.744|2.994|3.535|8.537|1.758|6.617|36.321|21.172|2.076|1.295|5.485|2.779|16.931|47.172|6.235|5.729|40.917|2.685|16.926|68.811|6.646|23.354|32.304|1.834
15.06.2017|17.799|13.401|7.168|17.672|24.100|3.450|3.525|26.210|29.893|3.008|3.542|8.517|1.766|6.663|36.328|21.316|2.075|1.299|5.499|2.767|16.903|47.081|6.222|5.712|40.736|2.694|16.967|69.044|6.674|23.468|32.454|1.823
16.06.2017|17.865|13.411|7.153|17.763|24.097|3.448|3.527|26.230|29.993|3.011|3.545|8.519|1.766|6.660|36.455|21.097|2.073|1.306|5.493|2.772|16.994|47.167|6.216|5.723|40.847|2.694|16.971|69.169|6.695|23.490|32.468|1.824
19.06.2017|17.799|13.381|7.083|17.652|24.076|3.429|3.519|26.170|29.901|2.996|3.530|8.522|1.759|6.634|36.273|21.060|2.061|1.301|5.463|2.769|16.982|46.724|6.212|5.701|40.152|2.686|16.903|68.855|6.663|23.369|32.270|1.801
20.06.2017|17.919|13.444|7.137|17.751|24.225|3.453|3.535|26.295|29.834|3.022|3.545|8.506|1.774|6.659|36.534|21.163|2.067|1.301|5.502|2.770|17.057|47.034|6.216|5.718|39.676|2.695|16.982|69.340|6.674|23.568|32.583|1.799
21.06.2017|17.823|13.429|7.090|17.746|24.190|3.453|3.530|26.265|29.912|3.021|3.540|8.496|1.769|6.655|36.531|21.146|2.063|1.297|5.496|2.760|17.055|46.860|6.199|5.721|39.656|2.686|16.961|69.308|6.681|23.565|32.482|1.808
22.06.2017|17.739|13.432|7.068|17.688|24.173|3.443|3.531|26.270|29.792|3.015|3.542|8.495|1.765|6.637|36.411|21.138|2.059|1.295|5.487|2.770|17.068|46.670|6.195|5.733|39.336|2.689|16.918|69.161|6.689|23.522|32.430|1.809
23.06.2017|17.806|13.442|7.050|17.784|24.230|3.441|3.536|26.295|29.945|3.017|3.545|8.506|1.766|6.643|36.464|21.142|2.068|1.304|5.487|2.779|17.132|46.849|6.214|5.753|39.440|2.691|16.965|69.325|6.709|23.530|32.448|1.819
26.06.2017|17.767|13.417|7.043|17.717|24.115|3.429|3.529|26.240|29.878|3.007|3.540|8.479|1.760|6.643|36.398|21.003|2.064|1.309|5.470|2.768|17.071|46.735|6.231|5.736|39.735|2.688|16.894|69.048|6.689|23.457|32.359|1.822
27.06.2017|17.725|13.430|7.063|17.635|24.136|3.418|3.533|26.270|29.731|2.986|3.546|8.491|1.748|6.624|36.103|20.819|2.046|1.305|5.431|2.760|17.019|46.332|6.232|5.756|39.478|2.689|16.809|68.621|6.646|23.290|32.124|1.805
28.06.2017|17.565|13.459|6.996|17.682|24.120|3.404|3.540|26.325|29.737|2.966|3.552|8.504|1.736|6.574|35.847|20.642|2.024|1.288|5.385|2.742|16.821|45.754|6.212|5.784|38.771|2.692|16.711|68.082|6.568|23.141|32.011|1.778
29.06.2017|17.680|13.436|7.016|17.683|24.036|3.397|3.535|26.285|29.870|2.950|3.546|8.478|1.728|6.589|35.658|20.442|2.016|1.284|5.364|2.747|16.795|45.551|6.186|5.746|39.058|2.704|16.688|67.776|6.548|23.032|31.958|1.773
30.06.2017|17.644|13.392|6.968|17.714|23.966|3.385|3.523|26.195|29.787|2.941|3.535|8.478|1.722|6.565|35.518|20.503|2.008|1.273|5.347|2.737|16.846|45.493|6.199|5.755|38.780|2.717|16.673|67.598|6.529|22.952|31.918|1.755
03.07.2017|17.609|13.367|6.929|17.717|23.890|3.385|3.515|26.140|29.809|2.945|3.522|8.453|1.720|6.574|35.453|20.351|2.002|1.261|5.350|2.750|16.773|45.422|6.170|5.728|38.749|2.713|16.641|67.668|6.486|22.993|31.993|1.743
04.07.2017|17.510|13.361|6.967|17.737|23.858|3.385|3.513|26.130|29.762|2.948|3.523|8.476|1.722|6.547|35.556|20.329|1.998|1.264|5.356|2.755|16.755|45.566|6.159|5.695|38.803|2.702|16.647|67.677|6.476|23.017|31.965|1.740
07.07.2017|17.378|13.334|6.939|17.610|23.742|3.362|3.507|26.080|29.471|2.926|3.517|8.458|1.705|6.475|35.386|20.091|1.979|1.257|5.316|2.727|16.643|45.130|6.162|5.687|37.841|2.712|16.547|67.055|6.290|22.852|31.720|1.708
10.07.2017|17.402|13.344|7.002|17.746|23.707|3.369|3.509|26.095|29.506|2.933|3.525|8.473|1.710|6.459|35.534|20.075|1.993|1.274|5.334|2.742|16.663|45.050|6.163|5.710|37.895|2.713|16.534|67.168|6.346|22.917|31.828|1.715
11.07.2017|17.430|13.358|7.013|17.750|23.661|3.369|3.513|26.125|29.582|2.933|3.525|8.479|1.711|6.408|35.465|20.039|1.991|1.272|5.330|2.747|16.548|45.189|6.153|5.719|37.681|2.710|16.552|67.175|6.306|22.907|31.779|1.690
12.07.2017|17.443|13.350|7.063|17.633|23.678|3.360|3.511|26.110|29.356|2.919|3.524|8.495|1.706|6.418|35.339|20.082|1.990|1.276|5.311|2.757|16.497|45.054|6.154|5.714|37.641|2.710|16.505|67.014|6.342|22.804|31.645|1.703
13.07.2017|17.684|13.354|7.110|17.934|23.720|3.374|3.512|26.120|29.610|2.929|3.527|8.501|1.714|6.461|35.498|20.222|2.011|1.285|5.330|2.763|16.769|45.253|6.169|5.724|38.145|2.737|16.614|67.389|6.407|22.878|31.814|1.730
14.07.2017|17.727|13.333|7.125|17.952|23.594|3.369|3.506|26.075|29.633|2.925|3.520|8.508|1.712|6.423|35.474|20.199|2.013|1.295|5.321|2.779|16.692|45.129|6.184|5.714|38.394|2.735|16.628|67.459|6.417|22.842|31.735|1.735
17.07.2017|17.824|13.340|7.162|17.988|23.692|3.364|3.508|26.090|29.730|2.916|3.520|8.524|1.708|6.415|35.375|20.248|2.019|1.297|5.309|2.789|16.701|44.905|6.201|5.721|38.414|2.735|16.642|67.624|6.441|22.762|31.650|1.759
18.07.2017|17.906|13.334|7.122|17.927|23.655|3.345|3.507|26.080|29.378|2.892|3.517|8.518|1.696|6.324|35.087|20.146|2.008|1.289|5.267|2.802|16.598|44.507|6.206|5.719|38.266|2.726|16.514|67.170|6.400|22.570|31.467|1.745
19.07.2017|17.917|13.312|7.146|17.903|23.678|3.344|3.501|26.035|29.420|2.891|3.511|8.497|1.695|6.307|35.108|20.173|2.012|1.291|5.266|2.799|16.644|44.399|6.179|5.700|38.227|2.723|16.506|67.201|6.419|22.572|31.565|1.748
20.07.2017|17.946|13.310|7.201|17.974|23.586|3.350|3.502|26.040|29.351|2.903|3.514|8.516|1.700|6.347|35.184|20.198|2.016|1.289|5.283|2.800|16.658|44.564|6.185|5.704|38.384|2.722|16.545|67.360|6.407|22.671|31.677|1.748
21.07.2017|17.699|13.303|7.178|17.742|23.542|3.303|3.499|26.020|29.036|2.862|3.510|8.520|1.679|6.272|34.733|20.057|1.998|1.277|5.217|2.788|16.627|44.076|6.141|5.694|37.917|2.705|16.393|66.809|6.330|22.347|31.173|1.728
24.07.2017|17.753|13.306|7.122|17.844|23.617|3.311|3.500|26.025|29.130|2.862|3.511|8.528|1.679|6.225|34.698|20.160|2.003|1.263|5.223|2.783|16.618|44.115|6.135|5.703|37.260|2.714|16.409|66.918|6.290|22.344|31.322|1.724
25.07.2017|17.710|13.301|7.081|17.813|23.525|3.297|3.499|26.020|29.103|2.849|3.509|8.519|1.670|6.242|34.557|19.975|1.993|1.256|5.196|2.796|16.562|43.972|6.110|5.703|37.190|2.723|16.361|66.566|6.246|22.250|31.224|1.710
26.07.2017|17.699|13.318|7.077|17.871|23.355|3.313|3.502|26.045|29.178|2.864|3.513|8.524|1.677|6.266|34.757|19.993|1.998|1.260|5.221|2.804|16.615|44.189|6.112|5.708|37.364|2.721|16.434|66.798|6.291|22.371|31.378|1.714
27.07.2017|17.821|13.315|7.070|17.832|23.185|3.305|3.502|26.045|29.267|2.851|3.513|8.546|1.672|6.259|34.712|19.981|1.998|1.263|5.206|2.801|16.745|44.061|6.122|5.705|37.374|2.718|16.387|66.855|6.305|22.269|31.223|1.718
28.07.2017|17.681|13.317|7.037|17.708|22.937|3.294|3.503|26.050|29.085|2.843|3.514|8.543|1.667|6.237|34.610|19.984|1.977|1.252|5.187|2.795|16.599|43.991|6.131|5.715|37.304|2.732|16.335|66.543|6.280|22.209|31.227|1.705
31.07.2017|17.727|13.335|7.101|17.834|22.961|3.306|3.507|26.080|29.165|2.847|3.519|8.561|1.669|6.244|34.647|20.109|1.982|1.250|5.194|2.803|16.646|44.058|6.136|5.720|37.011|2.733|16.384|66.766|6.313|22.240|31.260|1.697
01.08.2017|17.640|13.360|7.090|17.729|22.889|3.293|3.514|26.130|29.215|2.832|3.527|8.607|1.660|6.201|34.510|20.018|1.971|1.244|5.162|2.799|16.526|43.912|6.139|5.732|36.713|2.734|16.289|66.455|6.282|22.123|31.143|1.665
02.08.2017|17.602|13.354|7.063|17.610|22.802|3.287|3.512|26.125|29.229|2.827|3.527|8.598|1.659|6.177|34.705|19.952|1.966|1.234|5.157|2.795|16.407|43.918|6.142|5.730|36.424|2.724|16.263|66.442|6.260|22.099|31.201|1.664
03.08.2017|17.377|13.273|7.015|17.366|22.574|3.257|3.491|25.965|28.746|2.800|3.506|8.549|1.643|6.106|34.375|19.834|1.942|1.228|5.116|2.769|16.244|43.542|6.106|5.688|36.229|2.702|16.096|65.815|6.185|21.890|30.922|1.647
04.08.2017|17.506|13.325|7.061|17.473|22.676|3.269|3.504|26.065|28.865|2.809|3.519|8.564|1.649|6.070|34.517|19.946|1.954|1.233|5.133|2.784|16.362|43.736|6.146|5.711|36.467|2.714|16.193|66.031|6.220|21.961|31.019|1.647
07.08.2017|17.513|13.350|7.082|17.455|22.747|3.294|3.511|26.115|28.872|2.829|3.528|8.596|1.662|6.111|34.667|19.967|1.960|1.234|5.168|2.784|16.288|43.868|6.141|5.722|36.868|2.715|16.236|66.442|6.271|22.135|31.297|1.657
08.08.2017|17.572|13.369|7.084|17.479|22.781|3.305|3.515|26.150|28.838|2.829|3.534|8.588|1.663|6.143|34.779|20.066|1.966|1.236|5.165|2.805|16.309|43.848|6.145|5.729|36.886|2.724|16.269|66.582|6.273|22.134|31.197|1.681
09.08.2017|17.582|13.376|7.111|17.588|23.170|3.342|3.516|26.160|28.959|2.853|3.534|8.588|1.673|6.198|34.921|20.330|1.959|1.242|5.200|2.801|16.340|44.011|6.130|5.725|37.196|2.719|16.360|67.070|6.302|22.301|31.464|1.654
10.08.2017|17.570|13.376|7.067|17.535|23.069|3.352|3.517|26.160|28.966|2.853|3.535|8.566|1.672|6.201|34.782|20.314|1.950|1.242|5.196|2.802|16.204|43.920|6.124|5.719|37.211|2.734|16.346|67.036|6.308|22.297|31.403|1.669
11.08.2017|17.484|13.374|6.998|17.489|23.106|3.337|3.517|26.155|28.855|2.843|3.535|8.565|1.664|6.202|34.646|20.369|1.943|1.235|5.176|2.783|16.196|43.566|6.098|5.714|37.031|2.722|16.297|66.884|6.264|22.232|31.313|1.648
14.08.2017|17.428|13.356|6.965|17.444|22.869|3.320|3.512|26.120|28.724|2.831|3.532|8.581|1.659|6.179|34.534|20.201|1.943|1.247|5.157|2.795|16.153|43.279|6.100|5.714|37.113|2.730|16.261|66.571|6.284|22.143|31.226|1.669
15.08.2017|17.451|13.365|6.967|17.474|22.895|3.332|3.515|26.140|28.681|2.845|3.536|8.594|1.666|6.202|34.716|20.161|1.956|1.248|5.182|2.795|16.216|43.310|6.109|5.717|37.110|2.756|16.296|66.874|6.306|22.260|31.403|1.670
16.08.2017|17.479|13.317|7.015|17.472|22.838|3.323|3.502|26.045|28.623|2.844|3.523|8.566|1.663|6.133|34.651|20.069|1.951|1.251|5.175|2.797|16.128|43.301|6.093|5.684|37.399|2.747|16.257|66.838|6.304|22.243|31.303|1.681
17.08.2017|17.632|13.298|7.035|17.616|22.992|3.332|3.498|26.010|28.618|2.843|3.511|8.556|1.662|6.132|34.658|20.194|1.953|1.255|5.178|2.790|16.244|43.319|6.110|5.673|37.434|2.736|16.283|66.889|6.320|22.240|31.243|1.684
18.08.2017|17.611|13.348|7.028|17.573|23.132|3.335|3.511|26.110|28.633|2.844|3.527|8.601|1.665|6.140|34.678|20.396|1.949|1.244|5.185|2.802|16.285|43.149|6.099|5.689|37.454|2.738|16.307|66.957|6.311|22.243|31.264|1.682
21.08.2017|17.589|13.336|7.041|17.607|22.958|3.325|3.507|26.085|28.576|2.835|3.522|8.597|1.661|6.124|34.576|20.351|1.947|1.252|5.173|2.808|16.225|43.133|6.103|5.689|37.524|2.741|16.277|66.690|6.325|22.177|31.249|1.680
22.08.2017|17.523|13.336|7.035|17.617|22.952|3.327|3.507|26.085|28.442|2.831|3.523|8.589|1.661|6.124|34.570|20.263|1.954|1.255|5.176|2.804|16.137|43.238|6.092|5.687|37.541|2.734|16.271|66.665|6.336|22.160|31.234|1.678
23.08.2017|17.489|13.358|6.999|17.594|22.930|3.326|3.513|26.125|28.352|2.829|3.527|8.612|1.657|6.117|34.548|20.294|1.956|1.243|5.174|2.805|15.984|43.214|6.097|5.696|37.430|2.737|16.254|66.373|6.326|22.140|31.188|1.669
24.08.2017|17.456|13.343|7.035|17.653|22.942|3.319|3.509|26.100|28.368|2.825|3.521|8.581|1.656|6.143|34.522|20.223|1.960|1.252|5.166|2.819|15.958|43.279|6.104|5.695|37.396|2.744|16.242|66.286|6.353|22.106|31.162|1.674
25.08.2017|17.486|13.338|7.040|17.667|22.908|3.321|3.507|26.085|28.339|2.825|3.518|8.560|1.656|6.146|34.515|20.136|1.966|1.252|5.172|2.827|15.942|43.248|6.124|5.673|37.362|2.745|16.251|66.342|6.355|22.098|31.166|1.678
28.08.2017|17.390|13.344|6.942|17.553|22.917|3.307|3.508|26.100|28.268|2.798|3.520|8.585|1.641|6.109|34.249|20.024|1.954|1.239|5.129|2.818|15.858|42.900|6.129|5.677|37.455|2.743|16.154|65.904|6.356|21.887|30.888|1.678
29.08.2017|17.303|13.365|6.863|17.384|22.958|3.291|3.514|26.140|28.118|2.773|3.525|8.562|1.627|6.059|33.890|19.976|1.931|1.215|5.085|2.814|15.810|42.517|6.125|5.686|36.926|2.741|16.054|65.408|6.304|21.697|30.759|1.672
30.08.2017|17.336|13.314|6.885|17.396|22.791|3.316|3.501|26.045|28.223|2.792|3.514|8.520|1.637|6.099|34.128|19.829|1.944|1.223|5.116|2.804|15.797|42.664|6.115|5.671|37.276|2.739|16.099|65.751|6.317|21.849|31.089|1.671
31.08.2017|17.386|13.346|6.979|17.435|22.802|3.345|3.510|26.105|28.379|2.821|3.520|8.514|1.654|6.136|34.525|19.950|1.961|1.238|5.169|2.814|15.750|43.081|6.130|5.684|37.755|2.753|16.218|66.506|6.356|22.073|31.305|1.690
01.09.2017|17.358|13.330|6.965|17.582|22.790|3.336|3.506|26.075|28.328|2.795|3.514|8.547|1.639|6.120|34.161|19.860|1.952|1.226|5.121|2.817|15.671|42.806|6.148|5.673|37.885|2.751|16.151|65.940|6.362|21.871|30.913|1.691
04.09.2017|17.422|13.325|6.973|17.641|22.867|3.355|3.504|26.060|28.372|2.798|3.514|8.515|1.641|6.113|34.188|19.959|1.938|1.226|5.127|2.804|15.715|42.762|6.145|5.670|37.835|2.751|16.138|66.028|6.385|21.895|31.034|1.691
05.09.2017|17.503|13.329|7.034|17.713|22.866|3.351|3.506|26.075|28.425|2.802|3.517|8.511|1.644|6.144|34.195|20.062|1.940|1.229|5.147|2.812|15.784|42.879|6.156|5.673|37.861|2.754|16.181|66.098|6.370|21.928|31.081|1.695
06.09.2017|17.451|13.350|7.029|17.656|22.902|3.353|3.509|26.110|28.552|2.796|3.518|8.528|1.641|6.146|34.130|20.093|1.928|1.226|5.162|2.814|15.796|42.870|6.156|5.678|38.114|2.748|16.181|65.985|6.361|21.880|31.026|1.696
07.09.2017|17.486|13.345|7.035|17.892|22.871|3.361|3.510|26.110|28.551|2.790|3.513|8.541|1.638|6.178|34.056|20.027|1.932|1.229|5.179|2.809|15.704|42.944|6.153|5.679|38.229|2.740|16.221|65.924|6.381|21.801|30.977|1.702
08.09.2017|17.538|13.344|7.009|17.901|22.885|3.352|3.508|26.100|28.592|2.772|3.512|8.516|1.639|6.152|33.928|20.151|1.914|1.223|5.159|2.804|15.814|42.586|6.137|5.673|37.849|2.736|16.186|65.380|6.333|21.641|30.823|1.682
11.09.2017|17.482|13.332|7.038|17.940|22.865|3.332|3.505|26.075|28.730|2.782|3.511|8.513|1.651|6.169|33.996|19.999|1.920|1.229|5.178|2.783|15.802|42.756|6.144|5.671|37.999|2.724|16.163|65.607|6.394|21.736|31.097|1.680
12.09.2017|17.578|13.346|7.030|18.031|22.806|3.347|3.509|26.105|29.039|2.799|3.503|8.500|1.657|6.184|34.145|19.934|1.939|1.235|5.198|2.789|15.968|42.949|6.136|5.673|38.172|2.738|16.236|66.037|6.378|21.870|31.186|1.687
13.09.2017|17.504|13.345|6.957|17.947|22.703|3.336|3.508|26.100|28.923|2.789|3.496|8.473|1.650|6.162|34.043|19.804|1.933|1.226|5.197|2.777|15.864|42.744|6.099|5.672|37.784|2.734|16.191|65.835|6.330|21.787|30.985|1.661
14.09.2017|17.539|13.342|6.997|17.987|22.698|3.351|3.508|26.100|29.281|2.810|3.488|8.466|1.657|6.199|34.236|19.837|1.939|1.235|5.220|2.777|15.837|42.782|6.092|5.672|38.011|2.737|16.254|66.289|6.343|21.953|31.260|1.666
15.09.2017|17.489|13.336|6.981|17.958|22.712|3.331|3.505|26.080|29.619|2.788|3.487|8.442|1.646|6.193|34.012|19.621|1.927|1.234|5.202|2.793|15.894|42.543|6.099|5.670|37.885|2.744|16.226|65.891|6.340|21.794|30.935|1.654
18.09.2017|17.454|13.340|7.014|17.893|22.757|3.324|3.506|26.090|29.564|2.794|3.485|8.420|1.647|6.200|34.047|19.603|1.937|1.235|5.213|2.793|15.909|42.689|6.084|5.673|37.838|2.742|16.222|66.004|6.316|21.836|31.091|1.652
19.09.2017|17.441|13.348|6.975|17.747|22.633|3.313|3.508|26.105|29.455|2.795|3.492|8.452|1.642|6.202|33.900|19.567|1.932|1.229|5.203|2.794|15.921|42.775|6.101|5.674|37.565|2.740|16.169|65.922|6.249|21.809|31.037|1.637
20.09.2017|17.529|13.339|6.948|17.755|22.626|3.307|3.506|26.090|29.437|2.786|3.486|8.462|1.636|6.204|33.805|19.529|1.928|1.224|5.190|2.792|16.035|42.705|6.099|5.673|37.585|2.737|16.180|65.729|6.269|21.734|30.934|1.641
21.09.2017|17.372|13.337|6.981|17.717|22.514|3.322|3.506|26.085|29.561|2.805|3.486|8.406|1.648|6.216|33.777|19.482|1.931|1.228|5.215|2.803|16.024|42.883|6.094|5.672|37.780|2.741|16.190|66.095|6.239|21.891|31.189|1.640
22.09.2017|17.351|13.312|6.952|17.746|22.472|3.306|3.501|26.045|29.537|2.788|3.480|8.410|1.635|6.236|33.600|19.433|1.925|1.223|5.186|2.795|15.942|43.019|6.104|5.666|37.791|2.731|16.183|65.797|6.226|21.771|30.891|1.645
25.09.2017|17.450|13.312|7.015|17.795|22.520|3.314|3.499|26.035|29.609|2.807|3.479|8.392|1.646|6.248|33.695|19.546|1.938|1.232|5.218|2.808|15.971|43.277|6.099|5.661|38.248|2.731|16.240|66.255|6.228|21.937|31.210|1.652
26.09.2017|17.433|13.323|6.984|17.836|22.751|3.334|3.502|26.055|29.680|2.829|3.478|8.384|1.652|6.266|33.750|19.739|1.942|1.230|5.254|2.806|15.917|43.408|6.084|5.663|38.324|2.729|16.315|66.566|6.244|22.103|31.333|1.656
27.09.2017|17.414|13.314|6.972|17.890|22.740|3.341|3.499|26.035|29.742|2.839|3.471|8.367|1.650|6.252|33.746|19.636|1.941|1.226|5.253|2.789|15.971|43.475|6.051|5.661|38.134|2.715|16.310|66.536|6.212|22.176|31.356|1.637
29.09.2017|17.231|13.281|6.903|17.688|22.672|3.310|3.490|25.975|29.456|2.817|3.465|8.361|1.633|6.248|33.704|19.556|1.922|1.210|5.213|2.760|15.884|43.259|6.035|5.648|38.056|2.692|16.205|66.037|6.183|22.003|31.063|1.629
02.10.2017|17.288|13.289|6.996|17.696|22.805|3.327|3.493|25.995|29.399|2.834|3.467|8.347|1.635|6.246|33.892|19.619|1.931|1.208|5.228|2.772|15.913|43.305|6.027|5.666|38.208|2.706|16.244|66.201|6.179|22.135|31.283|1.623
03.10.2017|17.243|13.257|6.992|17.644|22.651|3.316|3.484|25.930|29.207|2.825|3.458|8.309|1.629|6.246|33.682|19.531|1.928|1.208|5.206|2.762|15.838|43.139|6.016|5.648|38.043|2.710|16.191|66.024|6.158|22.065|31.096|1.609
04.10.2017|17.277|13.230|7.014|17.638|22.604|3.302|3.478|25.885|29.161|2.815|3.450|8.318|1.630|6.259|33.784|19.538|1.929|1.211|5.197|2.768|15.785|43.108|6.025|5.651|38.185|2.713|16.159|65.956|6.163|21.970|30.959|1.620
05.10.2017|17.204|13.207|7.021|17.629|22.521|3.307|3.471|25.835|28.979|2.818|3.442|8.296|1.635|6.267|33.776|19.565|1.931|1.207|5.204|2.763|15.736|43.101|6.008|5.647|38.258|2.713|16.146|65.970|6.165|22.003|31.049|1.614
06.10.2017|17.142|13.199|6.974|17.534|22.500|3.314|3.468|25.815|28.819|2.825|3.440|8.291|1.633|6.268|33.726|19.524|1.931|1.192|5.204|2.754|15.635|43.040|5.997|5.641|38.118|2.705|16.136|65.899|6.096|22.050|31.066|1.606
09.10.2017|17.099|13.237|6.968|17.572|22.521|3.330|3.478|25.890|29.027|2.824|3.451|8.290|1.631|6.284|33.730|19.563|1.928|1.183|5.209|2.760|15.607|43.017|6.010|5.658|37.784|2.715|16.168|66.041|5.932|22.044|30.992|1.598
10.10.2017|17.093|13.243|6.930|17.566|22.481|3.342|3.480|25.900|28.971|2.814|3.452|8.337|1.625|6.278|33.656|19.542|1.939|1.182|5.204|2.762|15.523|42.649|6.030|5.660|37.932|2.719|16.190|66.033|5.967|21.960|30.873|1.603
11.10.2017|17.042|13.233|6.900|17.487|22.458|3.320|3.477|25.880|28.849|2.803|3.446|8.350|1.619|6.257|33.582|19.499|1.933|1.165|5.181|2.759|15.475|42.520|6.040|5.643|37.807|2.715|16.130|65.928|5.972|21.878|30.895|1.612
12.10.2017|17.061|13.237|6.886|17.512|22.410|3.316|3.478|25.890|28.692|2.797|3.448|8.373|1.617|6.256|33.564|19.450|1.929|1.166|5.172|2.766|15.526|42.372|6.059|5.636|37.848|2.700|16.126|65.921|5.967|21.837|30.868|1.617
13.10.2017|17.114|13.195|6.880|17.482|22.381|3.317|3.467|25.810|29.001|2.799|3.437|8.363|1.619|6.245|33.644|19.482|1.935|1.153|5.176|2.764|15.602|42.494|6.066|5.628|37.886|2.688|16.118|65.974|5.971|21.852|30.912|1.633
16.10.2017|17.182|13.172|6.907|17.410|22.376|3.313|3.461|25.765|29.023|2.795|3.433|8.378|1.619|6.242|33.714|19.520|1.937|1.145|5.176|2.767|15.692|42.589|6.080|5.621|38.176|2.687|16.146|66.031|5.996|21.828|30.882|1.639
17.10.2017|17.163|13.157|6.889|17.454|22.371|3.307|3.457|25.735|28.871|2.803|3.428|8.371|1.620|6.236|33.657|19.506|1.938|1.147|5.182|2.760|15.716|42.627|6.084|5.619|38.149|2.686|16.132|66.082|5.978|21.885|30.954|1.629
18.10.2017|17.126|13.142|6.913|17.462|22.254|3.303|3.453|25.705|28.791|2.802|3.424|8.339|1.619|6.227|33.636|19.385|1.934|1.162|5.181|2.747|15.590|42.494|6.080|5.603|38.108|2.679|16.105|65.988|5.948|21.881|30.867|1.617
19.10.2017|17.111|13.152|6.848|17.441|22.291|3.286|3.456|25.725|28.638|2.786|3.426|8.338|1.607|6.219|33.428|19.316|1.921|1.155|5.147|2.731|15.257|42.263|6.068|5.598|37.728|2.667|16.022|65.609|5.936|21.736|30.634|1.605
